EG1	Gene name2	b-name3	Protein description4	Mol. weight [Da]5	Protein length (amino acids)6	Oi7	Index8	FPER9	pi10	ni11	Relative APEX12	APEX copies/cell13	Index	FPER	pi	ni	Relative APEX	APEX copies/cell 	Average APEX copies/cell	Average APEX cost in ATP	Average total number of redundant MS/MS scans	CV	ID14	Peptides (seq)15	Sequence coverage [%]16	PEP17	Intensity18	iBAQ, fmol/ml19	iBAQ copies/cell20	ID	Peptides (seq)	Sequence coverage [%]	PEP	Intensity	iBAQ, fmol/ml	iBAQ copies/cell	Average iBAQ copies/cell	Average iBAQ cost in ATP	Average of sequenced peptides	CV	Query21	Score22	Matches23	Sequences24	emPAI25	Relative emPAI26	emPAI copies/cell27	Query	Score	Matches	Sequences	emPAI	Relative emPAI	emPAI copies/cell	Average emPAI copies/cell	Average emPAI cost in ATP	Average of sequenced peptides	CV 	COG assignment28	COG class29	Arg count30	Lys count31	Pro count32	Theoretical peptide count33	CAI 0.5% cut-off34	kcat35, s-1	Main metabolic network36
eg11190	coad	b3634	phosphopantetheine adenylyltransferase             	17818.703	159	6.13																																																					cog0669;phosphopantetheine adenylyltransferase	[H]	8	6	7	13	0.298934541		
eg10329	mutm	b3635	formamidopyrimidine dna glycosylase	30272.135	269	14.67633333																																																					cog0266;formamidopyrimidine-dna glycosylase	[L]	19	16	17	25	0.25876382		
eg11312	yicr	b3638	hypothetical protein	25293.47	222	14.39266667																																																					cog2003;dna repair proteins	[L]	18	11	6	24	0.214564474		
eg10808	pyre	b3642	orotate phosphoribosyltransferase             	23549.03	213	11.8325																																																					cog0461;orotate phosphoribosyltransferase	[F]	12	12	6	20	0.325592427		yes
eg11193	dind	b3645	dna-damage-inducible protein	31060.215	274	14.608																																																							15	24	7	27	0.236675208		
eg11683	yicg	b3646	conserved inner membrane protein	22030.462	205	5.737142857																																																							9	5	7	10	0.262464586		
eg11334	ligb	b3647	dna ligase	63161.56	560	38.18888889																																																					cog0272;nad-dependent dna ligase (contains brct domain type ii)	[L]	35	30	27	53	0.241079759		
eg10967	trmh	b3651	trna (gm18) 2-o-methyltransferase	25325.167	229	10.39916667																																																					cog0566;rrna methylases	[J]	15	7	10	16	0.305049366		
eg10829	recg	b3652	junction-specific atp-dependent dna helicase           	76412.639	693	36.18747619																																																					cog1200;recg-like helicase	[LK]	46	26	37	56	0.297085651		
eg10406	glts	b3653	glts glutamate transporter	42407.301	401	6.232																																																					cog0786;na+/glutamate symporter	[E]	11	12	15	20	0.283257731		
eg11194	xanp	b3654	xanp xanthine ncs2 transporter	48850.236	463	5.6455																																																					cog2233;xanthine/uracil permeases	[F]	14	7	28	16	0.318568408		
eg11685	yici	b3656	alpha;-xylosidase	88061.538	772	38.78135714																																																					cog1501;alpha-glucosidases, family 31 of glycosyl hydrolases	[G]	41	33	38	63	0.314706855		
eg11686	yicj	b3657	yicj gph transporter	50930.603	460	11.733																																																							16	16	16	20	0.283940267		
eg11687	setc	b3659	yick mfs transporter	43475.547	394	6.0705																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	15	12	14	22	0.20353081		
eg11688	yicl	b3660	inhibitor of heme biosynthesis	33094.58	307	3.26																																																					cog0697;permeases of the drug/metabolite transporter (dmt) superfamily	[GER]	12	9	11	12	0.201070985		
eg11689	nepi	b3662	nepi mfs ribonucleoside transporter	41824.197	396	4.59																																																					cog2814;arabinose efflux permease	[G]	13	11	15	17	0.235970361		
eg11690	yicn	b3663	function unknown             	17201.072	150	8.082571429																																																							12	3	5	12	0.238334689		
eg11691	yico	b3664	putative membrane protein with possible relationship to novobiocin and deoxycholate resistance	46915.815	444	7.78																																																					cog2252;permeases	[R]	10	9	14	18	0.226925243		
eg11692	ade	b3665	cryptic adenine deaminase monomer	63721.57	588	22.94																																																					cog1001;adenine deaminase	[F]	30	12	28	36	0.276318775		
eg11054	uhpt	b3666	uhpt-hexose phosphate mfs transporter	50588.701	463	12.33																																																					cog2271;sugar phosphate permease	[G]	14	23	10	22	0.344064359		
eg11053	uhpc	b3667	uhpc-glucose-6-p  	48238.787	439	11.3615																																																					cog2271;sugar phosphate permease	[G]	20	9	15	24	0.240974198		
eg11052	uhpb	b3668	uhpb sensory histidine kinase - phosphorylated  	56288.086	500	21.16307143																																																							37	5	19	34	0.253785684		
eg11275	ivbl	b3672	ilvb operon leader peptide	3187.912	32	2.418571429																																																							1	1	3	3	0.188328722		
eg11693	emrd	b3673	emrd multidrug mfs transporter	42197.918	394	4.347142857																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	19	3	20	15	0.23151955		
eg11695	yidg	b3675	predicted inner membrane protein	13750.357	120	5.1675																																																							9	3	3	8	0.232943188		
eg11696	yidh	b3676	conserved inner membrane protein	12761.364	115	4.860170635																																																					cog2149;predicted membrane protein	[S]	8	3	4	10	0.2123074		
eg11705	yidj	b3678	putative sulfatase	57277.507	497	22.35202381																																																					cog3119;arylsulfatase a and related enzymes	[P]	31	21	34	37	0.30090297		
eg11706	yidk	b3679	yidk sss transporter	62067.129	571	14.32416667																																																					cog4146;predicted symporter	[R]	16	22	25	31	0.278870793		
eg11707	yidl	b3680	putative arac-type regulatory protein	35177.541	307	10.70907143																																																					cog2207;arac-type dna-binding domain-containing proteins	[K]	9	20	14	22	0.231376578		
eg11711	yidp	b3684	predicted dna-binding transcriptional regulator	27309.873	238	14.29166667																																																					cog2188;transcriptional regulators	[K]	20	12	9	22	0.230193098		
eg11536	yide	b3685	predicted transporter	58921.163	553	15.74833333																								1045	2	3	0.022364	324220	308.2666667	23	23	53932	2																						22	15	25	31	0.270501514		
eg11535	ibpb	b3686	small heat shock protein ibpb	16075.234	142	9.242666667																																																					cog0071;molecular chaperone (small heat shock protein)	[O]	8	6	9	12	0.344727549		
eg11534	ibpa	b3687	chaperone, heat-inducible protein of hsp20 family         	15755.705	137	8.207142857																																																					cog0071;molecular chaperone (small heat shock protein)	[O]	11	5	5	12	0.399968861		
eg11712	yidq	b3688	probable lipoprotein, function unknown           	11807.664	110	5.869666667																																																							6	4	6	9	0.205563897		
eg11713	yidr	b3689	function unknown             	46168.719	415	18.265																																																							21	10	31	27	0.272278431		
eg11714	cbra	b3690	predicted oxidoreductase with fad/nad(p)-binding domain	40124.521	354	24.18714286																																																					cog0644;dehydrogenases (flavoproteins)	[C]	22	27	14	38	0.273343339		
eg11715	dgot	b3691	galactonate mfs transporter	47058.835	430																																																								17	15	18	25	0.320903637		
eg11717	dgok	b3693	2-dehydro-3-deoxygalactonate kinase	31355.662	292																																																						cog3734;2-keto-3-deoxy-galactonokinase	[G]	14	4	12	19	0.22987434		
eg11719	yidx	b3696	predicted lipoprotein	24151.628	218	12.02416667																																																							5	17	7	18	0.239967354		
eg11195	yida	b3697	erythrose 4-p and mannose 1-p phosphatase         	29703.179	270	14.06838095																								1046	2	8.9	0.036848	27766000	9565.466667	704	704	815453	2																				cog0561;predicted hydrolases of the had superfamily	[R]	9	17	11	22	0.344837994		
eg10828	recf	b3700	recombination and repair            	40496.159	357	24.22765873																																																					cog1195;recombinational dna repair atpase (recf pathway)	[L]	32	17	10	37	0.24283079		
eg10892	rpmh	b3703	50s ribosomal subunit protein l33          	5362.396	46	3.588																								1051	2	32.6	0.031008	58546000	144613.3333	10643	10643	2062343	2																				cog0230;ribosomal protein l34	[J]	11	5	1	6	0.471565225		
eg10862	rnpa	b3704	rnase p, c5 protein component          	13739.173	119	11.00658333																																																					cog0594;rnase p protein component	[J]	18	7	6	18	0.222675099		
eg11276	tnac	b3707	tna operon leader peptide	2876.408	24	2.26																																																							1	2	1	3	0.256852708		
eg11006	tnab	b3709	tnab tryptophan araap transporter	45192.769	415	6.2705																																																					cog0814;amino acid permeases	[E]	7	17	14	17	0.256536967		
eg11720	mdtl	b3710	yidy  drug mfs transporter	41471.913	391	4.28																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	17	7	17	17	0.223910935		
eg11721	yidz	b3711	putative transcriptional regulator lysr-type	36863.915	319	13.69952381																																																					cog0583;transcriptional regulator	[K]	17	16	22	23	0.27789842		
eg11722	yiee	b3712	predicted phosphopantetheinyl transferase	28173.432	253	14.32076984																																																					cog2091;phosphopantetheinyl transferase	[H]	16	10	16	24	0.232322835		
eg11724	purp	b3714	purp adenine transporter	46847.932	445	6.607166667																																																					cog2252;permeases	[R]	12	8	14	16	0.328566541		
eg11725	yieh	b3715	6-phosphogluconate phosphatase	24646.409	221	8.26																																																					cog0637;predicted phosphatase/phosphohexomutase	[R]	7	12	10	15	0.324862972		
eg11726	cbrb	b3716	predicted inner membrane protein	16665.262	155	4.338																																																							7	4	8	9	0.193232802		
eg11727	cbrc	b3717	colicin e2 tolerance protein	22467.065	195	6.73																																																					cog3196;uncharacterized protein conserved in bacteria	[S]	6	10	8	13	0.292968128		
eg11728	yiek	b3718	predicted 6-phosphogluconolactonase	26261.213	240	11.635																																																							7	14	11	17	0.304121075		
eg11729	yiel	b3719	predicted xylanase	43838.105	398	17.91016667																																																					cog2382;enterochelin esterase and related enzymes	[P]	17	19	26	29	0.290155785		
eg11364	bglh	b3720	carbohydrate-specific outer membrane porin, cryptic	60.657	538	33.4987381																																																					cog4580;maltoporin (phage lambda and maltose receptor)	[G]	21	35	14	46	0.313663651		
eg10114	bglb	b3721	6-phospho-&beta;-glucosidase b; cryptic	53.161	470	20.933																																																					cog2723;beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	[G]	22	22	19	35	0.256665861		
eg10115	bglf	b3722	eiibgl	66.483	625	13.79464286																																																					cog1264;phosphotransferase system iib components -!- cog1263;phosphotransferase system iic components, glucose/maltose/n-acetylglucosamine-specific -!- cog2190;phosphotransferase system iia components	[G]	15	22	34	27	0.246423826		
eg10116	bglg	b3723	bglg transcriptional antiterminator (monomer)	32.097	278	19.01038095																																																					cog3711;transcriptional antiterminator	[K]	17	14	7	25	0.220326577		
eg10783	pstb	b3725	phosphate transport, high-affinity, cytoplasmic atp-binding protein         	29009.352	257	15.09562698																																																					cog1117;abc-type phosphate transport system, atpase component	[P]	13	16	10	24	0.399007144		
eg10782	psta	b3726	phosphate abc transporter	32303.903	296	7.69																																																					cog0581;abc-type phosphate transport system, permease component	[P]	13	10	12	15	0.348643764		
eg10102	atpe	b3737	atp synthase subunit c, membrane-bound, f0 sector        	8238.152	79	2.36																																																					cog0636;f0f1-type atp synthase, subunit c/archaeal/vacuolar-type h+-atpase, subunit k	[C]	2	1	3	4	0.419552809		yes
eg10099	atpb	b3738	atp synthase, f0 complex, a subunit	30285.347	271	4.81																								1065	1	8.5	0.0042698	9265300	6392.4	470	470	546978	1																				cog0356;f0f1-type atp synthase, subunit a	[C]	4	10	15	11	0.336415308	948.1674562	yes
eg10106	atpi	b3739	atpi	13613.773	126	4.005142857																																																					cog3312;f0f1-type atp synthase, subunit i	[C]	4	6	5	9	0.20427888		
eg10376	rsmg	b3740	16s rrna m(7)g527 methyltransferase, sam-dependent          	23381.108	207	12.41514286																																																					cog0357;predicted s-adenosylmethionine-dependent methyltransferase involved in bacterial cell division	[M]	11	11	14	20	0.290939353		
eg10375	mnmg	b3741	5-methylaminomethyl-2-thiouridine modification at trna u33          	69503.437	629	34.59340476																																																					cog0445;nad/fad-utilizing enzyme apparently involved in cell division	[D]	47	24	34	58	0.335494532		
eg10093	asnc	b3743	regulatory gene for asna, asnc, gida, lrp family	16869.69	152	9.581666667																																																					cog1522;transcriptional regulators	[K]	6	10	5	15	0.291134392		
eg10091	asna	b3744	asparagine synthase a            	36632.651	330	18.03608333																																																					cog2502;asparagine synthetase a	[E]	19	15	14	27	0.341630623		
eg11731	rava	b3746	hexameric aaa+ family atpase, funtion unknown         	56370.932	498	32.013																																																							33	22	20	47	0.286529296		
eg11541	kup	b3747	major constitutive k+ uptake permease at acidic ph       	69276.343	622	22.23755556																																																							31	16	29	42	0.250159031		
eg10814	rbsa	b3749	d-ribose high-affinity transport system           	55023.791	501	36.80754762																																																					cog1129;abc-type sugar transport system, atpase component	[G]	28	32	14	52	0.315803765		
eg10816	rbsc	b3750	ribose abc transporter	33433.899	321	6.8575																																																					cog1172;ribose/xylose/arabinose/galactoside abc-type transport systems, permease components	[G]	10	9	6	14	0.278591402		
eg10819	rbsr	b3753	rbsr dna-binding transcriptional repressor	36594.014	330	14.635																																																					cog1609;transcriptional regulators	[K]	21	10	17	27	0.285397489		
eg11732	hsra	b3754	hsra drug mfs transporter	51443.835	475	9.179285714																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	24	11	22	22	0.202858642		
eg11733	yiep	b3755	predicted transcriptional regulator	26058.139	230	7.788333333																																																							11	10	9	18	0.237908541		
eg11260	yifb	b3765	predicted atp-dependent protease	56196.833	516	27.36738095																																																					cog0606;predicted atpase with chaperone activity	[O]	35	22	31	44	0.204218421		
eg11270	ilvl	b3766	ilvGMEDA operon leader peptide	3213.097	32	1.317880952																																																							2	1	2	3	0.128058974		yes
eg10501	ilvm	b3769	acetohydroxybutanoate synthase / acetolactate synthase	9685.194	87	4.344																																																					cog3978;acetolactate synthase (isozyme ii), small (regulatory) subunit	[S]	7	1	2	8	0.225026514		yes
eg10493	ilva	b3772	threonine deaminase             	56177.404	514	30.7052381																																																					cog1171;threonine dehydratase	[E]	31	21	21	46	0.329790835		
eg10503	ilvy	b3773	ilvy dna-binding transcriptional dual regulator	33154.443	297	15.585																																																					cog0583;transcriptional regulator	[K]	22	11	21	23	0.286652986		
eg10837	rep	b3778	rep helicase, a single-stranded dna dependent atpase	77006.385	673	42.6089881																																																							50	39	21	65	0.313141293		
eg10413	gpp	b3779	guanosine pentaphosphatase and exopolyphosphatase           	54853.339	494	23.25466667																																																							35	12	15	37	0.290037283		
eg10840	rfe	b3784	undecaprenyl-phosphate &alpha;-n-acetylglucosaminyl transferase	40907.295	367	7.030666667																																																					cog0472;udp-n-acetylmuramyl pentapeptide phosphotransferase/udp-n-acetylglucosamine-1-phosphate transferase	[M]	21	15	12	17	0.258644474		
eg11295	wzze	b3785	enterobacterial common antigen eca chain length determination        	39471.204	348	21.39564286																																																					cog3765;chain length determinant protein	[M]	28	13	16	31	0.276369347		
eg11451	rffe	b3786	udp-glcnac-2-epimerase              	42194.65	376	20.76966667																																																							24	15	22	30	0.275901986		
eg11452	rffd	b3787	udp-mannaca dehydrogenase             	45820.906	420	16.19430952																																																							19	18	23	30	0.308707039		
eg11453	rffg	b3788	dtdp-glucose dehydratase             	39735.874	355	18.2765																																																							19	15	15	28	0.332994595		
eg11454	rffh	b3789	glucose-1-phosphate thymidylyltransferase             	32716.431	293	13.41379762																																																					cog1209;dtdp-glucose pyrophosphorylase	[M]	16	15	14	24	0.340895685		
eg11455	rffc	b3790	dtdp-fucosamine acetyltransferase	19494.955	181	13.39																																																							17	3	9	17	0.228645426		
eg11486	wzxe	b3792	lipid iii flippase	44941.717	416	11.04003571																																																					cog2244;membrane protein involved in the export of o-antigen and teichoic acid	[R]	17	15	11	26	0.239425228		
eg11457	wzye	b3793	predicted wzy protein involved in eca polysaccharide chain elongation	51499.392	450	10.615																																																							25	10	14	23	0.291259421		
eg11458	rffm	b3794	udp-mannaca transferase             	27910.218	246	17.038																																																					cog1922;teichoic acid biosynthesis proteins	[M]	19	13	9	25	0.315509561		
eg11459	yifk	b3795	yifk apc transporter	50381.194	461	9.744365079																																																							17	13	17	27	0.287472162		
eg10090	aslb	b3800	predicted anaerobic sulfatase maturation enzyme	46495.293	411	10.40411905																																																							21	18	22	28	0.284616725		
eg10089	asla	b3801	arylsulfatase	60699.687	551	26.84285714																																																					cog3119;arylsulfatase a and related enzymes	[P]	18	32	39	42	0.327589573		
eg10430	hemd	b3804	uroporphyrinogen iii synthase (hemd) [4.2.1.75] {escherichia coli k12-mg1655}                                                         	27780.017	246	12.72214286																	1088	1	4.9	0.00069255	838280	470.2266667	31								31	33010	1																				cog1587;uroporphyrinogen-iii synthase	[H]	19	5	10	21	0.212523382		
eg10429	hemc	b3805	porphobilinogen deaminase             	33833.942	313	19.7025																																																							27	8	16	29	0.27653474		
eg10170	cyaa	b3806	adenylate cyclase	97568.164	848	43.10056349																																																					cog3072;adenylate cyclase	[F]	56	29	39	71	0.316479875		
eg11201	yiga	b3810	function unknown             	26710.864	235	14.335																																																					cog3159;uncharacterized protein conserved in bacteria	[S]	21	3	11	22	0.262177365		
eg11069	xerc	b3811	tyrosine recombinase xercd resolves chromosome dimers         	33849.841	298	18.27457143																																																					cog4973;site-specific recombinase xerc	[L]	26	15	9	29	0.292049152		
eg11202	yigb	b3812	fmn phosphatase             	27103.9	238	9.663333333																																																					cog1011;predicted hydrolase (had superfamily)	[R]	21	6	12	17	0.277999821		
eg11464	yigf	b3817	conserved inner membrane protein	14531.2	126	5.325416667																																																							3	11	2	10	0.204564643		
eg11465	yigg	b3818	inner membrane protein	14390.222	126	2.116666667																																																							6	3	2	7	0.193719083		
eg11466	rard	b3819	predicted chloramphenicol resistance permease	33265.157	296	3.68																																																							11	9	10	13	0.266725905		
eg10738	plda	b3821	outer-membrane phospholipase a            	33145.089	289	14.11666667																																																					cog2829;outer membrane phospholipase a	[M]	13	10	13	21	0.308680793		
eg10833	recq	b3822	atp-dependent dna helicase	68313.669	609	29.78686364																																																							45	25	27	47	0.317847655		
eg11468	rhtc	b3823	rhtc threonine rht transporter	22456.173	206	4.008																																																							9	8	6	13	0.273929246		
eg11469	rhtb	b3824	rhtb homoserine rht transporter	22408.824	206	8.253238095																																																							8	7	6	15	0.234142041		
eg11470	yigl	b3826	pyridoxal phosphate (plp) phosphatase           	29689.808	266	14.85																																																							13	12	9	22	0.335030027		
eg11471	yigm	b3827	predicted inner membrane protein	33676.949	299	5.733238095																																																					cog0697;permeases of the drug/metabolite transporter (dmt) superfamily	[GER]	15	5	9	12	0.302883717		
eg10591	metr	b3828	metr-l-homocysteine	35611.124	317	18.25657143																																																					cog0583;transcriptional regulator	[K]	23	9	23	27	0.237935089		
eg11472	rmuc	b3832	predicted recombination limiting protein	54714.504	475	42.81795238																																																					cog1322;uncharacterized protein conserved in bacteria	[S]	42	16	11	49	0.305428722		
eg11476	ubib	b3835	orf, hypothetical protein (yigr) {escherichia coli k12-mg1655}                                                          	63184.898	546	31.053																	1098	2	2.9	0.019793	6758100	1159.88	77								77	181100	2																				cog0661;predicted unusual protein kinase	[R]	41	31	35	51	0.269002029		
eg11479	tatc	b3839	tatabce protein export complex	28858.369	258	4.55																																																					cog0805;sec-independent protein secretion pathway component tatc	[U]	9	8	16	10	0.315490988		
eg10839	rfah	b3842	transcription antitermination factor, lps biosynthesis genes         	18322.272	162	8.648																																																					cog0250;transcription antiterminator	[K]	9	10	11	15	0.275637478		
eg11484	yigz	b3848	function unknown             	21738.929	204	10.55216667																																																							8	9	8	14	0.253918179		
eg11021	trkh	b3849	trkh potassium ion trk transporter	52941.903	483	9.624666667																																																							21	12	18	29	0.259180506		
eg11828	mobb	b3856	molybdenum cofactor biosynthesis adaptor protein          	19345.449	175	8.90475																																																					cog1763;molybdopterin-guanine dinucleotide biosynthesis protein	[H]	8	12	7	16	0.201823475		
eg11829	moba	b3857	molybdopterin guanine dinucleotide synthesis           	21592.872	194	10.05933333																								1098	1	7.2	4.06E-16	816870	785.4666667	58	58	48043	1																				cog0746;molybdopterin-guanine dinucleotide biosynthesis protein a	[H]	12	7	11	13	0.23656573		
eg11831	rdoa	b3859	serine/threonine protein kinase	38102.397	328	16.3455																																																					cog2334;putative homoserine kinase type ii (protein kinase fold)	[R]	23	8	18	25	0.252313486		
eg11832	yihf	b3861	putative gtp-binding protein	52619.006	476	26.2094881																																																							11	38	19	40	0.255252644		
eg11833	yihg	b3862	predicted endonuclease	36271.128	310	15.751																																																					cog0204;1-acyl-sn-glycerol-3-phosphate acyltransferase	[I]	19	20	14	29	0.254129669		
eg11836	hemn	b3867	coproporphyrinogen iii oxidase, oxygen-independent, required for cytochrome b and cytochrome c synthesis during anaerobic growth	52711.145	457	29.40337302																																																					cog0635;coproporphyrinogen iii oxidase and related fe-s oxidoreductases	[H]	30	21	17	43	0.346378376		
eg10385	glng	b3868	nitrogen regulator i            	52236.915	469	30.57091667																																																					cog2204;response regulator containing chey-like receiver, aaa-type atpase, and dna-binding domains	[T]	38	14	22	45	0.286128609		
eg11838	yihl	b3872	yihl putative transcriptional regulator	26920.825	236	17.8																																																					cog2188;transcriptional regulators	[K]	14	17	13	23	0.248606942		
eg11840	yihn	b3874	yihn  mfs transporter	46317.388	421	12.50068254																																																					cog0477;permeases of the major facilitator superfamily	[GEPR]	8	25	15	26	0.259612067		
eg13374	ompl	b3875	predicted outer membrane porin l	27182.252	230	11.78																																																							12	11	7	19	0.273539566		
eg11841	yiho	b3876	yiho gph transporter	51556.286	467	12.62857143																																																							12	22	17	26	0.253577322		
eg11842	yihp	b3877	yihp gph transporter	51682.053	468	9.07																																																							18	18	19	23	0.304157448		
eg11843	yihq	b3878	alpha;-glycosidase	77257.105	678	26.04788095																																																					cog1501;alpha-glucosidases, family 31 of glycosyl hydrolases	[G]	26	32	28	45	0.336277545		
eg11844	yihr	b3879	predicted aldose-1-epimerase	33991.982	308	5.35																																																							6	11	19	13	0.259976876		
eg11845	yihs	b3880	mannose isomerase	47414.693	413	22.082																																																							21	21	16	32	0.352285629		
eg11846	yiht	b3881	function unknown,  lacd sugar aldolase family        	31965.161	292	19.74547619																																																					cog3684;tagatose-1,6-bisphosphate aldolase	[G]	18	16	15	29	0.312252346		
eg11847	yihu	b3882	succinate semialdehyde reductase  	31140.297	298	13.65777778																																																					cog2084;3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases	[I]	11	11	13	20	0.274577011		
eg11848	yihv	b3883	predicted sugar kinase	31709.733	298	14.58266667																																																					cog0524;sugar kinases, ribokinase family	[G]	16	10	10	24	0.260619442		
eg11849	yihw	b3884	function unknown             	28489.391	261	14.24566667																																																					cog1349;transcriptional regulators of sugar metabolism	[KG]	16	6	8	19	0.245306551		
eg11851	yihy	b3886	predicted inner membrane protein	32820.947	290	6.677142857																																																					cog1295;predicted membrane protein	[S]	14	10	12	16	0.238903095		
eg11854	yiie	b3889	predicted transcriptional regulator	8389.748	72	5.097107143																																																							8	8	1	11	0.224949347		
eg11855	yiif	b3890	conserved protein	8424.491	72	5.44																																																							7	2	2	8	0.187291054		
eg11856	fdoi	b3892	formate dehydrogenase-o, &gamma; subunit	24588.429	211	8.328																																																					cog2864;cytochrome b subunit of formate dehydrogenase	[C]	14	10	8	17	0.306450785		
eg11857	fdoh	b3893	formate dehydrogenase-o, &beta; subunit	33082.493	300	16.10413095																																																					cog0437;fe-s-cluster-containing hydrogenase components 1	[C]	13	17	16	24	0.362645924		
eg11859	fdhd	b3895	affects formate dehydrogenase-n	30510.05	277	12.64																																																					cog1526;uncharacterized protein required for formate dehydrogenase activity	[C]	20	10	12	20	0.242409603		
eg11860	yiig	b3896	conserved protein	39276.369	351	21.76133333																																																							12	31	17	31	0.294601294		
eg11862	frvx	b3898	frv operon protein	38715.554	356	16.89404762																																																					cog1363;cellulase m and related proteins	[G]	15	19	15	29	0.296623814		
eg11863	frvb	b3899	eiiabcfrv	51102.593	483	12.27814286																																																					cog1445;phosphotransferase system fructose-specific component iib -!- cog1299;phosphotransferase system, fructose-specific iic component	[G]	12	21	24	24	0.294746453		
eg11864	frva	b3900	eiiabcfrv	16075.559	148	6.32																																																					cog1762;phosphotransferase system mannitol/fructose-specific iia domain (ntr-type)	[GT]	3	9	3	10	0.316546334		
eg11865	rham	b3901	l-rhamnose mutarotase	12246.912	104	5.59																																																					cog3254;uncharacterized conserved protein	[S]	6	4	7	8	0.346490093		
eg11866	rhad	b3902	rhamnulose-1-phosphate aldolase monomer	30127.582	274	11.31821429																																																					cog0235;ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	[G]	9	11	15	18	0.298877899		
eg11867	rhaa	b3903	l-rhamnose isomerase	47181.562	419	22.16683333																																																							28	16	19	35	0.300945577		
eg11868	rhab	b3904	l-rhamnulose kinase	54051.201	489	16.044																																																					cog1070;sugar (pentulose and hexulose) kinases	[G]	29	6	20	33	0.272887978		
eg10843	rhas	b3905	rhas-l-rhamnose dna-binding transcriptional activator	32297.406	278	11.5907381																																																					cog2207;arac-type dna-binding domain-containing proteins	[K]	23	3	11	23	0.230026968		
eg10842	rhar	b3906	rhar transcriptional activator	32322.65	282	13.496																																																					cog2207;arac-type dna-binding domain-containing proteins	[K]	19	8	10	25	0.260007216		
eg11313	rhat	b3907	rhamnose rhat transporter	37301.912	344	4.866666667																																																					cog0697;permeases of the drug/metabolite transporter (dmt) superfamily	[GER]	9	15	10	16	0.261658065		
eg11869	kdgt	b3909	2-dehydro-3-deoxy-d-gluconate transporter	33651.404	327	5.737071429																																																							6	14	16	14	0.236627791		
eg10163	cpxa	b3911	histidine protein kinase, periplasmic stress sensor         	51606.402	457	26.25097619																																																					cog0642;signal transduction histidine kinase	[T]	36	16	24	40	0.317890729		
eg11873	fief	b3915	iron and zinc efflux membrane transporter         	32909.353	300	8.082																																																					cog0053;predicted co/zn/cd cation transporters	[P]	18	3	11	18	0.203107416		
eg10929	sbp	b3917	periplasmic sulfate-binding protein            	36641.311	329	21.56411111																																																					cog1613;abc-type sulfate transport system, periplasmic component	[P]	13	28	12	31	0.338805387		
eg10138	cdh	b3918	cdp-diglyceride hydrolase / cdp-diacylglycerol pyrophosphatase	28432.837	251	15.43452381																																																					cog2134;cdp-diacylglycerol pyrophosphatase	[I]	19	9	16	20	0.242130934		
eg11874	yiiq	b3920	function unknown             	21744.975	199	13.12714286																																																							7	16	11	17	0.248832668		
eg11875	yiir	b3921	conserved inner membrane protein	16523.687	146	4.826666667																																																					cog3152;predicted membrane protein	[S]	7	8	3	11	0.244628546		
eg11517	glpx	b3925	fructose 1,6 bisphosphatase            	35834.454	336	22.52389286																																																					cog1494;fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related proteins	[G]	24	15	11	29	0.355208754		yes
eg10396	glpf	b3927	glpf glycerol mip channel	29762.077	281	5.754																																																					cog0580;glycerol uptake facilitator and related permeases (major intrinsic protein family)	[G]	7	8	15	13	0.279282518		
eg11880	mena	b3930	1,4-dihydroxy-2-naphthoate octaprenyltransferase	33576.08	308	6.840595238																																																					cog1575;1,4-dihydroxy-2-naphthoate octaprenyltransferase	[H]	15	8	11	18	0.251800106		
eg10200	cytr	b3934	regulatory gene for deo, udp, and cdd        	37769.871	341	17.19716667																																																					cog1609;transcriptional regulators	[K]	21	15	21	28	0.280769472		
eg10763	pria	b3935	primosome factor n	81637.135	732	34.72836364																																																					cog1198;primosomal protein n' (replication factor y) - superfamily ii helicase	[L]	54	26	44	58	0.289826822		
eg11882	yiix	b3937	conserved hypothetical protein of the nlpc/p60 peptidase superfamily	23121.651	202	10.60316667																																																							9	18	11	17	0.316402667		
eg11902	yije	b3943	predicted permease	32847.642	301	5.157																																																							13	11	11	16	0.235218227		
eg11903	yijf	b3944	conserved protein	22937.058	205	11.3																																																					cog3738;uncharacterized protein conserved in bacteria	[S]	13	11	12	18	0.266891736		
eg11905	fsab	b3946	fructose 6-phosphate aldolase 2	23537.289	220	12.53855952																																																					cog0176;transaldolase	[G]	9	10	10	17	0.290614642		
eg11906	ptsa	b3947	pep-protein phosphotransferase system enzyme i (ptsa) [2.7.3.-] {escherichia coli k12-mg1655}                                                       	91755.958	833	39.2575																	1136	2	2	0.0076063	1210300	285.84	19								19	68141	2																				cog1080;phosphoenolpyruvate-protein kinase (pts system ei component in bacteria) -!- cog1762;phosphotransferase system mannitol/fructose-specific iia domain (ntr-type)	[G]	51	25	31	66	0.325624358		
