#Proteome data from UniProt
#Taxonomy	9606-Homo sapiens
#Last modified	June 2019
Q99735	ENST00000265498
Q99741	ENST00000209728
Q99742	ENST00000439365
Q99743	ENST00000335681
Q99747	ENST00000322897
Q99748	ENST00000303212
Q99750	ENST00000230321
Q99755	ENST00000349792
Q99757	ENST00000216185
Q99758	ENST00000301732
Q99759	ENST00000361357
Q99766	ENST00000245448
Q99767	ENST00000411764
Q99784	ENST00000252854
Q99788	ENST00000312143
Q99795	ENST00000367868
Q99797	ENST00000382172
Q99798	ENST00000216254
Q99801	ENST00000380871
Q99805	ENST00000376387
Q99807	ENST00000321998
Q99808	ENST00000371708
Q99811	ENST00000372469
Q99814	ENST00000263734
Q99816	ENST00000251968
Q99819	ENST00000219409
Q99828	ENST00000328649
Q99829	ENST00000352393
Q99832	ENST00000258091
Q99835	ENST00000249373
Q99836	ENST00000396334
Q99848	ENST00000236051
Q99853	ENST00000396057
Q99856	ENST00000263620
Q99865	ENST00000374906
Q99871	ENST00000370211
Q99873	ENST00000391851
Q99877	ENST00000396980
Q99878	ENST00000333151
Q99879	ENST00000621112
Q99880	ENST00000377401
Q99884	ENST00000230671
Q99895	ENST00000375949
Q99909	ENST00000298396
Q99928	ENST00000555083
Q99929	ENST00000331289
Q99932	ENST00000340291
Q99933	ENST00000379704
Q99935	ENST00000399575
Q99941	ENST00000293709
Q99942	ENST00000375094
Q99943	ENST00000336984
Q99944	ENST00000333845
Q99946	ENST00000211413
Q99952	ENST00000175756
Q99954	ENST00000226460
Q99956	ENST00000342782
Q99958	ENST00000320354
Q99959	ENST00000070846
Q99961	ENST00000269886
Q99962	ENST00000380607
Q99963	ENST00000324537
Q99965	ENST00000265708
Q99966	ENST00000246139
Q99967	ENST00000367651
Q99969	ENST00000223271
Q99972	ENST00000037502
Q99973	ENST00000262715
Q99983	ENST00000375550
Q99985	ENST00000265361
Q99986	ENST00000216639
Q99988	ENST00000252809
Q99990	ENST00000370634
Q99996	ENST00000356239
Q99999	ENST00000338911
Q9BPU6	ENST00000288699
Q9BPU9	ENST00000243578
Q9BPV8	ENST00000325602
Q9BPW4	ENST00000332987
Q9BPW5	ENST00000248706
Q9BPW8	ENST00000216121
Q9BPW9	ENST00000357546
Q9BPX1	ENST00000263278
Q9BPX3	ENST00000251496
Q9BPX5	ENST00000259477
Q9BPX6	ENST00000361114
Q9BPX7	ENST00000350427
Q9BPY3	ENST00000533050
Q9BPY8	ENST00000317745
Q9BPZ2	ENST00000275988
Q9BPZ3	ENST00000265192
Q9BPZ7	ENST00000265960
Q9BQ04	ENST00000310046
Q9BQ08	ENST00000295755
Q9BQ13	ENST00000353172
Q9BQ15	ENST00000267023
Q9BQ16	ENST00000357154
Q9BQ24	ENST00000216602
Q9BQ31	ENST00000304101
Q9BQ39	ENST00000373585
Q9BQ48	ENST00000252602
Q9BQ49	ENST00000481671
Q9BQ50	ENST00000330912
Q9BQ51	ENST00000397747
Q9BQ52	ENST00000338034
Q9BQ61	ENST00000242784
Q9BQ65	ENST00000219281
Q9BQ66	ENST00000394014
Q9BQ67	ENST00000253237
Q9BQ69	ENST00000255681
Q9BQ70	ENST00000263346
Q9BQ75	ENST00000421999
Q9BQ83	ENST00000251303
Q9BQ87	ENST00000346432
Q9BQ89	ENST00000246100
Q9BQ90	ENST00000326974
Q9BQ95	ENST00000252440
Q9BQA1	ENST00000235090
Q9BQA5	ENST00000350777
Q9BQA9	ENST00000306645
Q9BQB4	ENST00000301691
Q9BQB6	ENST00000319788
Q9BQC3	ENST00000255108
Q9BQC6	ENST00000309594
Q9BQD3	ENST00000222307
Q9BQD7	ENST00000569529
Q9BQE3	ENST00000301072
Q9BQE4	ENST00000398226
Q9BQE5	ENST00000249066
Q9BQE6	ENST00000354588
Q9BQE9	ENST00000223368
Q9BQF6	ENST00000314261
Q9BQG0	ENST00000254718
Q9BQG1	ENST00000338916
Q9BQG2	ENST00000230792
Q9BQI0	ENST00000247291
Q9BQI3	ENST00000199389
Q9BQI4	ENST00000378825
Q9BQI5	ENST00000237247
Q9BQI6	ENST00000265140
Q9BQI7	ENST00000274710
Q9BQI9	ENST00000337508
Q9BQJ4	ENST00000275954
Q9BQK8	ENST00000373257
Q9BQL6	ENST00000217289
Q9BQM9	ENST00000375222
Q9BQN1	ENST00000374408
Q9BQP7	ENST00000377710
Q9BQP9	ENST00000375452
Q9BQQ3	ENST00000319283
Q9BQQ7	ENST00000296142
Q9BQR3	ENST00000302641
Q9BQS2	ENST00000374321
Q9BQS6	ENST00000565659
Q9BQS7	ENST00000336279
Q9BQS8	ENST00000296137
Q9BQT8	ENST00000331299
Q9BQT9	ENST00000266546
Q9BQW3	ENST00000609451
Q9BQY4	ENST00000371388
Q9BQY6	ENST00000372665
Q9BQY9	ENST00000357275
Q9BR01	ENST00000330884
Q9BR09	ENST00000372518
Q9BR10	ENST00000372519
Q9BR11	ENST00000372520
Q9BR26	ENST00000279028
Q9BR39	ENST00000342272
Q9BR61	ENST00000367595
Q9BR76	ENST00000341356
Q9BR77	ENST00000239830
Q9BR84	ENST00000317221
Q9BRA0	ENST00000333775
Q9BRA2	ENST00000250101
Q9BRB3	ENST00000026218
Q9BRC7	ENST00000417849
Q9BRD0	ENST00000260210
Q9BRF8	ENST00000261660
Q9BRG1	ENST00000253794
Q9BRG2	ENST00000245908
Q9BRH9	ENST00000292562
Q9BRI3	ENST00000374276
Q9BRJ2	ENST00000621878
Q9BRJ6	ENST00000357429
Q9BRJ7	ENST00000304301
Q9BRJ9	ENST00000300057
Q9BRK0	ENST00000254901
Q9BRK3	ENST00000309212
Q9BRK4	ENST00000370220
Q9BRK5	ENST00000263741
Q9BRL6	ENST00000587424
Q9BRL7	ENST00000264454
Q9BRN9	ENST00000333202
Q9BRP0	ENST00000278780
Q9BRP1	ENST00000246535
Q9BRP4	ENST00000310571
Q9BRP7	ENST00000260257
Q9BRP8	ENST00000398213
Q9BRQ0	ENST00000368457
Q9BRQ3	ENST00000279206
Q9BRQ4	ENST00000434758
Q9BRQ5	ENST00000318663
Q9BRQ6	ENST00000290913
Q9BRQ8	ENST00000307864
Q9BRR0	ENST00000252211
Q9BRR3	ENST00000374847
Q9BRR6	ENST00000311669
Q9BRR8	ENST00000170564
Q9BRR9	ENST00000393791
Q9BRS2	ENST00000379834
Q9BRS8	ENST00000299213
Q9BRT2	ENST00000607484
Q9BRT3	ENST00000394231
Q9BRT6	ENST00000266604
Q9BRT8	ENST00000314367
Q9BRT9	ENST00000276533
Q9BRU2	ENST00000332431
Q9BRU9	ENST00000309822
Q9BRV3	ENST00000303343
Q9BRV8	ENST00000060969
Q9BRX2	ENST00000274311
Q9BRX5	ENST00000318129
Q9BRX8	ENST00000372181
Q9BRX9	ENST00000418543
Q9BRY0	ENST00000269740
Q9BRZ2	ENST00000306085
Q9BS16	ENST00000242872
Q9BS18	ENST00000354910
Q9BS26	ENST00000262455
Q9BS31	ENST00000354957
Q9BS34	ENST00000366503
Q9BS40	ENST00000264265
Q9BS86	ENST00000046087
Q9BS91	ENST00000492406
Q9BS92	ENST00000374762
Q9BSA4	ENST00000269346
Q9BSA9	ENST00000264771
Q9BSB4	ENST00000336854
Q9BSC4	ENST00000345985
Q9BSD3	ENST00000461997
Q9BSD7	ENST00000366628
Q9BSE2	ENST00000295694
Q9BSE4	ENST00000311350
Q9BSE5	ENST00000375826
Q9BSF0	ENST00000340623
Q9BSF4	ENST00000270502
Q9BSF8	ENST00000278174
Q9BSG0	ENST00000258083
Q9BSG1	ENST00000614034
Q9BSG5	ENST00000322912
Q9BSH3	ENST00000273598
Q9BSH4	ENST00000258975
Q9BSH5	ENST00000238379
Q9BSI4	ENST00000267415
Q9BSJ1	ENST00000244891
Q9BSJ2	ENST00000252936
Q9BSJ5	ENST00000268942
Q9BSJ6	ENST00000250056
Q9BSJ8	ENST00000267113
Q9BSK0	ENST00000285605
Q9BSK1	ENST00000301399
Q9BSK2	ENST00000302692
Q9BSK4	ENST00000269856
Q9BSL1	ENST00000371756
Q9BSM1	ENST00000233630
Q9BSN7	ENST00000253934
Q9BSQ5	ENST00000258781
Q9BSR8	ENST00000238831
Q9BST9	ENST00000233330
Q9BSU1	ENST00000219139
Q9BSU3	ENST00000286794
Q9BSV6	ENST00000302937
Q9BSW2	ENST00000252322
Q9BSW7	ENST00000355377
Q9BSY4	ENST00000324913
Q9BSY9	ENST00000263831
Q9BT04	ENST00000313777
Q9BT09	ENST00000372836
Q9BT17	ENST00000317502
Q9BT22	ENST00000262374
Q9BT23	ENST00000259006
Q9BT25	ENST00000253669
Q9BT30	ENST00000245812
Q9BT43	ENST00000369314
Q9BT49	ENST00000215742
Q9BT56	ENST00000256969
Q9BT67	ENST00000253814
Q9BT73	ENST00000252329
Q9BT76	ENST00000257632
Q9BT78	ENST00000264389
Q9BT81	ENST00000304501
Q9BT88	ENST00000368324
Q9BT92	ENST00000312777
Q9BTA0	ENST00000373582
Q9BTA9	ENST00000347934
Q9BTC0	ENST00000266070
Q9BTC8	ENST00000405094
Q9BTD3	ENST00000392519
Q9BTD8	ENST00000262633
Q9BTE0	ENST00000357814
Q9BTE1	ENST00000300087
Q9BTE3	ENST00000360003
Q9BTE6	ENST00000360221
Q9BTE7	ENST00000260247
Q9BTF0	ENST00000378727
Q9BTK6	ENST00000320330
Q9BTL3	ENST00000304191
Q9BTL4	ENST00000292433
Q9BTM1	ENST00000389078
Q9BTM9	ENST00000372850
Q9BTN0	ENST00000246529
Q9BTP6	ENST00000317012
Q9BTP7	ENST00000588258
Q9BTT0	ENST00000436748
Q9BTT4	ENST00000255764
Q9BTT6	ENST00000370888
Q9BTU6	ENST00000370631
Q9BTV4	ENST00000306077
Q9BTV5	ENST00000221856
Q9BTV6	ENST00000277540
Q9BTV7	ENST00000279101
Q9BTW9	ENST00000355528
Q9BTX1	ENST00000371429
Q9BTX3	ENST00000304800
Q9BTX7	ENST00000262605
Q9BTY2	ENST00000002165
Q9BTY7	ENST00000347708
Q9BTZ2	ENST00000313250
Q9BU02	ENST00000288014
Q9BU19	ENST00000306601
Q9BU20	ENST00000375599
Q9BU23	ENST00000216080
Q9BU40	ENST00000372042
Q9BU61	ENST00000326912
Q9BU64	ENST00000260662
Q9BU68	ENST00000300557
Q9BU70	ENST00000375119
Q9BU76	ENST00000272139
Q9BU79	ENST00000257637
Q9BU89	ENST00000427575
Q9BUA3	ENST00000294244
Q9BUA6	ENST00000223167
Q9BUB4	ENST00000307921
Q9BUB7	ENST00000312184
Q9BUD6	ENST00000290902
Q9BUE0	ENST00000373842
Q9BUE6	ENST00000375991
Q9BUF5	ENST00000317702
Q9BUF7	ENST00000308243
Q9BUG6	ENST00000391713
Q9BUH6	ENST00000371620
Q9BUH8	ENST00000355173
Q9BUI4	ENST00000334163
Q9BUJ0	ENST00000273596
Q9BUJ2	ENST00000378215
Q9BUK0	ENST00000303759
Q9BUK6	ENST00000245564
Q9BUL5	ENST00000320316
Q9BUL8	ENST00000392750
Q9BUL9	ENST00000322177
Q9BUM1	ENST00000269097
Q9BUN1	ENST00000368926
Q9BUN5	ENST00000373602
Q9BUN8	ENST00000259512
Q9BUP0	ENST00000264059
Q9BUP3	ENST00000419348
Q9BUQ8	ENST00000308025
Q9BUR4	ENST00000316024
Q9BUR5	ENST00000379226
Q9BUT1	ENST00000296424
Q9BUT9	ENST00000307650
Q9BUU2	ENST00000163678
Q9BUV0	ENST00000243189
Q9BUV8	ENST00000342422
Q9BUW7	ENST00000372994
Q9BUX1	ENST00000444189
Q9BUY5	ENST00000253115
Q9BUY7	ENST00000316738
Q9BUZ4	ENST00000262395
Q9BV10	ENST00000330817
Q9BV19	ENST00000372525
Q9BV20	ENST00000040663
Q9BV23	ENST00000295962
Q9BV29	ENST00000358005
Q9BV35	ENST00000264088
Q9BV36	ENST00000264605
Q9BV38	ENST00000585809
Q9BV40	ENST00000263864
Q9BV44	ENST00000345094
Q9BV47	ENST00000256261
Q9BV57	ENST00000327435
Q9BV73	ENST00000397527
Q9BV79	ENST00000263702
Q9BV81	ENST00000248378
Q9BV86	ENST00000372480
Q9BV87	ENST00000360507
Q9BV90	ENST00000383018
Q9BV94	ENST00000374491
Q9BV97	ENST00000252799
Q9BV99	ENST00000323078
Q9BVA0	ENST00000379661
Q9BVA1	ENST00000259818
Q9BVA6	ENST00000552695
Q9BVC3	ENST00000313655
Q9BVC4	ENST00000382450
Q9BVC5	ENST00000258457
Q9BVC6	ENST00000227525
Q9BVG3	ENST00000291416
Q9BVG4	ENST00000373358
Q9BVG8	ENST00000379655
Q9BVG9	ENST00000308020
Q9BVH7	ENST00000477717
Q9BVI0	ENST00000374012
Q9BVI4	ENST00000330579
Q9BVJ6	ENST00000394422
Q9BVJ7	ENST00000368107
Q9BVK2	ENST00000299626
Q9BVK6	ENST00000332598
Q9BVK8	ENST00000222284
Q9BVL2	ENST00000381718
Q9BVL4	ENST00000380903
Q9BVM2	ENST00000370151
Q9BVM4	ENST00000376250
Q9BVN2	ENST00000292254
Q9BVP2	ENST00000394799
Q9BVQ7	ENST00000305560
Q9BVS4	ENST00000283109
Q9BVS5	ENST00000306108
Q9BVT8	ENST00000297533
Q9BVV2	ENST00000370097
Q9BVV6	ENST00000261244
Q9BVV7	ENST00000169551
Q9BVV8	ENST00000409293
Q9BVW5	ENST00000261881
Q9BVW6	ENST00000400419
Q9BVX2	ENST00000256686
Q9BW04	ENST00000359470
Q9BW11	ENST00000423571
Q9BW19	ENST00000374523
Q9BW27	ENST00000245544
Q9BW30	ENST00000290942
Q9BW60	ENST00000372458
Q9BW61	ENST00000359866
Q9BW62	ENST00000380615
Q9BW66	ENST00000216756
Q9BW71	ENST00000279392
Q9BW72	ENST00000274787
Q9BW83	ENST00000340630
Q9BW85	ENST00000262962
Q9BW91	ENST00000302174
Q9BW92	ENST00000369054
Q9BWC9	ENST00000308964
Q9BWD1	ENST00000367048
Q9BWD3	ENST00000370775
Q9BWE0	ENST00000397281
Q9BWF2	ENST00000331456
Q9BWF3	ENST00000310092
Q9BWG4	ENST00000270061
Q9BWG6	ENST00000368902
Q9BWH2	ENST00000369498
Q9BWH6	ENST00000304330
Q9BWJ5	ENST00000367569
Q9BWK5	ENST00000393114
Q9BWL3	ENST00000350592
Q9BWM5	ENST00000196489
Q9BWM7	ENST00000393459
Q9BWN1	ENST00000300835
Q9BWP8	ENST00000236693
Q9BWQ6	ENST00000253031
Q9BWQ8	ENST00000320634
Q9BWS9	ENST00000323578
Q9BWT1	ENST00000306721
Q9BWT3	ENST00000238714
Q9BWT6	ENST00000240488
Q9BWT7	ENST00000251973
Q9BWU0	ENST00000326019
Q9BWU1	ENST00000323817
Q9BWV1	ENST00000273395
Q9BWV2	ENST00000274432
Q9BWV3	ENST00000251108
Q9BWV7	ENST00000239587
Q9BWW4	ENST00000357475
Q9BWW7	ENST00000569446
Q9BWW8	ENST00000409652
Q9BWW9	ENST00000249044
Q9BWX1	ENST00000327906
Q9BWX5	ENST00000252997
Q9BX10	ENST00000307114
Q9BX26	ENST00000357552
Q9BX40	ENST00000279068
Q9BX46	ENST00000318204
Q9BX51	ENST00000278765
Q9BX59	ENST00000266556
Q9BX63	ENST00000259008
Q9BX66	ENST00000277982
Q9BX67	ENST00000299106
Q9BX68	ENST00000259667
Q9BX69	ENST00000254691
Q9BX70	ENST00000255608
Q9BX73	ENST00000397070
Q9BX74	ENST00000294613
Q9BX79	ENST00000323940
Q9BX82	ENST00000308031
Q9BX84	ENST00000360774
Q9BX93	ENST00000373032
Q9BX95	ENST00000247225
Q9BX97	ENST00000252590
Q9BXA5	ENST00000362032
Q9BXA6	ENST00000585580
Q9BXA7	ENST00000390666
Q9BXA9	ENST00000536229
Q9BXB1	ENST00000379214
Q9BXB4	ENST00000296220
Q9BXB5	ENST00000396556
Q9BXB7	ENST00000351008
Q9BXC0	ENST00000432564
Q9BXC1	ENST00000276077
Q9BXC9	ENST00000245157
Q9BXD5	ENST00000258317
Q9BXF3	ENST00000342247
Q9BXF6	ENST00000258098
Q9BXF9	ENST00000338696
Q9BXG8	ENST00000296739
Q9BXH1	ENST00000341983
Q9BXI2	ENST00000239451
Q9BXI3	ENST00000235628
Q9BXI6	ENST00000215790
Q9BXI9	ENST00000337843
Q9BXJ0	ENST00000528368
Q9BXJ1	ENST00000339142
Q9BXJ2	ENST00000295297
Q9BXJ3	ENST00000302514
Q9BXJ4	ENST00000231338
Q9BXJ5	ENST00000652664
Q9BXJ7	ENST00000299155
Q9BXJ8	ENST00000493111
Q9BXJ9	ENST00000296543
Q9BXK1	ENST00000250916
Q9BXK5	ENST00000317582
Q9BXL5	ENST00000259456
Q9BXL6	ENST00000344227
Q9BXL7	ENST00000396946
Q9BXL8	ENST00000336219
Q9BXM0	ENST00000291825
Q9BXM9	ENST00000469022
Q9BXN1	ENST00000375544
Q9BXN2	ENST00000298523
Q9BXN6	ENST00000370515
Q9BXP2	ENST00000354161
Q9BXP5	ENST00000611405
Q9BXP8	ENST00000367661
Q9BXQ6	ENST00000331437
Q9BXR0	ENST00000250237
Q9BXR5	ENST00000308973
Q9BXR6	ENST00000256785
Q9BXS0	ENST00000399126
Q9BXS1	ENST00000277517
Q9BXS4	ENST00000234831
Q9BXS5	ENST00000291439
Q9BXS6	ENST00000260359
Q9BXS9	ENST00000383733
Q9BXT2	ENST00000252729
Q9BXT4	ENST00000251864
Q9BXT5	ENST00000256246
Q9BXT6	ENST00000262794
Q9BXT8	ENST00000255324
Q9BXU0	ENST00000280358
Q9BXU1	ENST00000354639
Q9BXU2	ENST00000302917
Q9BXU3	ENST00000600991
Q9BXU7	ENST00000370832
Q9BXU8	ENST00000359202
Q9BXU9	ENST00000329008
Q9BXV9	ENST00000306954
Q9BXW4	ENST00000357246
Q9BXW6	ENST00000319481
Q9BXW7	ENST00000155674
Q9BXW9	ENST00000287647
Q9BXX0	ENST00000254528
Q9BXX2	ENST00000358984
Q9BXX3	ENST00000611781
Q9BXY0	ENST00000360128
Q9BXY4	ENST00000356698
Q9BXY5	ENST00000393284
Q9BXY8	ENST00000372674
Q9BY07	ENST00000346834
Q9BY08	ENST00000242827
Q9BY10	ENST00000374228
Q9BY11	ENST00000244458
Q9BY12	ENST00000324767
Q9BY14	ENST00000598265
Q9BY15	ENST00000253673
Q9BY19	ENST00000300226
Q9BY21	ENST00000260843
Q9BY27	ENST00000248879
Q9BY31	ENST00000400845
Q9BY32	ENST00000380113
Q9BY41	ENST00000373554
Q9BY42	ENST00000357348
Q9BY43	ENST00000347519
Q9BY44	ENST00000406576
Q9BY49	ENST00000265322
Q9BY50	ENST00000587834
Q9BY64	ENST00000335568
Q9BY66	ENST00000317961
Q9BY67	ENST00000331581
Q9BY71	ENST00000291592
Q9BY76	ENST00000301455
Q9BY77	ENST00000252115
Q9BY78	ENST00000311413
Q9BY79	ENST00000360167
Q9BY84	ENST00000228862
Q9BY89	ENST00000358431
Q9BYB0	ENST00000635818
Q9BYB4	ENST00000329517
Q9BYC2	ENST00000327582
Q9BYC5	ENST00000342677
Q9BYC8	ENST00000223324
Q9BYC9	ENST00000344843
Q9BYD1	ENST00000306185
Q9BYD2	ENST00000368830
Q9BYD3	ENST00000253099
Q9BYD5	ENST00000222032
Q9BYD6	ENST00000315567
Q9BYD9	ENST00000330368
Q9BYE0	ENST00000317814
Q9BYE2	ENST00000430170
Q9BYE3	ENST00000368787
Q9BYE4	ENST00000368748
Q9BYE7	ENST00000337211
Q9BYE9	ENST00000261944
Q9BYF1	ENST00000252519
Q9BYG0	ENST00000326505
Q9BYG3	ENST00000285814
Q9BYG4	ENST00000353265
Q9BYG5	ENST00000371610
Q9BYG7	ENST00000256425
Q9BYG8	ENST00000276708
Q9BYH1	ENST00000248933
Q9BYH8	ENST00000326151
Q9BYI3	ENST00000409923
Q9BYJ0	ENST00000259989
Q9BYJ1	ENST00000318227
Q9BYJ4	ENST00000429814
Q9BYJ9	ENST00000370339
Q9BYK8	ENST00000427522
Q9BYL1	ENST00000369886
Q9BYM8	ENST00000353660
Q9BYN0	ENST00000381962
Q9BYN7	ENST00000342427
Q9BYN8	ENST00000380325
Q9BYP8	ENST00000334202
Q9BYP9	ENST00000394008
Q9BYQ0	ENST00000254072
Q9BYQ2	ENST00000334109
Q9BYQ3	ENST00000411528
Q9BYQ4	ENST00000377721
Q9BYQ5	ENST00000345847
Q9BYQ6	ENST00000391413
Q9BYQ7	ENST00000398472
Q9BYQ8	ENST00000391415
Q9BYQ9	ENST00000333822
Q9BYR0	ENST00000391417
Q9BYR2	ENST00000343246
Q9BYR3	ENST00000390661
Q9BYR4	ENST00000391356
Q9BYR5	ENST00000377726
Q9BYR6	ENST00000391586
Q9BYR7	ENST00000391587
Q9BYR8	ENST00000391588
Q9BYR9	ENST00000394015
Q9BYS1	ENST00000361883
Q9BYS8	ENST00000296144
Q9BYT1	ENST00000370349
Q9BYT3	ENST00000315204
Q9BYT5	ENST00000398477
Q9BYT8	ENST00000380985
Q9BYT9	ENST00000256737
Q9BYU1	ENST00000251203
Q9BYU5	ENST00000391419
Q9BYV1	ENST00000231420
Q9BYV2	ENST00000296098
Q9BYV6	ENST00000276573
Q9BYV7	ENST00000357685
Q9BYV8	ENST00000223208
Q9BYV9	ENST00000257749
Q9BYW1	ENST00000316185
Q9BYW2	ENST00000409792
Q9BYW3	ENST00000382398
Q9BYX2	ENST00000342112
Q9BYX4	ENST00000263642
Q9BYZ2	ENST00000307144
Q9BYZ6	ENST00000251822
Q9BYZ8	ENST00000256585
Q9BZ11	ENST00000350009
Q9BZ19	ENST00000457363
Q9BZ23	ENST00000316562
Q9BZ29	ENST00000376460
Q9BZ67	ENST00000317568
Q9BZ71	ENST00000262483
Q9BZ72	ENST00000280562
Q9BZ76	ENST00000297668
Q9BZ81	ENST00000602297
Q9BZ95	ENST00000316985
Q9BZA7	ENST00000361655
Q9BZA8	ENST00000215473
Q9BZB8	ENST00000611163
Q9BZC1	ENST00000334919
Q9BZC7	ENST00000341511
Q9BZD2	ENST00000373189
Q9BZD4	ENST00000271452
Q9BZD6	ENST00000257836
Q9BZD7	ENST00000370353
Q9BZE0	ENST00000262366
Q9BZE1	ENST00000360840
Q9BZE2	ENST00000227474
Q9BZE3	ENST00000263610
Q9BZE4	ENST00000360803
Q9BZE7	ENST00000249079
Q9BZE9	ENST00000306729
Q9BZF1	ENST00000261183
Q9BZF3	ENST00000190611
Q9BZF9	ENST00000322954
Q9BZG1	ENST00000301043
Q9BZG2	ENST00000270593
Q9BZG8	ENST00000263083
Q9BZH6	ENST00000263461
Q9BZI1	ENST00000302057
Q9BZI7	ENST00000276201
Q9BZJ0	ENST00000377340
Q9BZJ3	ENST00000211076
Q9BZJ4	ENST00000225308
Q9BZJ6	ENST00000229955
Q9BZJ7	ENST00000322241
Q9BZJ8	ENST00000404129
Q9BZK7	ENST00000430069
Q9BZL1	ENST00000358666
Q9BZL3	ENST00000526627
Q9BZL4	ENST00000263433
Q9BZL6	ENST00000291281
Q9BZM1	ENST00000243501
Q9BZM2	ENST00000375102
Q9BZM3	ENST00000326902
Q9BZM4	ENST00000367339
Q9BZM5	ENST00000367351
Q9BZM6	ENST00000229708
Q9BZP6	ENST00000343320
Q9BZQ2	ENST00000367547
Q9BZQ4	ENST00000287713
Q9BZQ6	ENST00000318130
Q9BZQ8	ENST00000367511
Q9BZR6	ENST00000043402
Q9BZR8	ENST00000266434
Q9BZR9	ENST00000643721
Q9BZS1	ENST00000376199
Q9BZV1	ENST00000301281
Q9BZV2	ENST00000258403
Q9BZV3	ENST00000193391
Q9BZW2	ENST00000194130
Q9BZW4	ENST00000389363
Q9BZW5	ENST00000322019
Q9BZW7	ENST00000355053
Q9BZW8	ENST00000322302
Q9BZX2	ENST00000367879
Q9BZX4	ENST00000251776
Q9BZY9	ENST00000357569
Q9BZZ2	ENST00000344754
Q9BZZ5	ENST00000378852
Q9C000	ENST00000262467
Q9C002	ENST00000344300
Q9C004	ENST00000434127
Q9C005	ENST00000295066
Q9C009	ENST00000296839
Q9C010	ENST00000258014
Q9C019	ENST00000259930
Q9C026	ENST00000298355
Q9C029	ENST00000274773
Q9C030	ENST00000278302
Q9C035	ENST00000380027
Q9C037	ENST00000349062
Q9C040	ENST00000338700
Q9C056	ENST00000368592
Q9C073	ENST00000240364
Q9C075	ENST00000209718
Q9C086	ENST00000233331
Q9C091	ENST00000269218
Q9C093	ENST00000282469
Q9C098	ENST00000416516
Q9C099	ENST00000360375
Q9C0A0	ENST00000478060
Q9C0A1	ENST00000419474
Q9C0A6	ENST00000302463
Q9C0B0	ENST00000589666
Q9C0B1	ENST00000431610
Q9C0B2	ENST00000493964
Q9C0B5	ENST00000287169
Q9C0B6	ENST00000361539
Q9C0B7	ENST00000261778
Q9C0B9	ENST00000269499
Q9C0C2	ENST00000358252
Q9C0C4	ENST00000305476
Q9C0C6	ENST00000361786
Q9C0C7	ENST00000314845
Q9C0C9	ENST00000319380
Q9C0D0	ENST00000332995
Q9C0D2	ENST00000325212
Q9C0D3	ENST00000294353
Q9C0D4	ENST00000326756
Q9C0D5	ENST00000263635
Q9C0D6	ENST00000260008
Q9C0D7	ENST00000278590
Q9C0D9	ENST00000260585
Q9C0E2	ENST00000255305
Q9C0E4	ENST00000621039
Q9C0E8	ENST00000272748
Q9C0F0	ENST00000269197
Q9C0F1	ENST00000296519
Q9C0F3	ENST00000314011
Q9C0G0	ENST00000299687
Q9C0G6	ENST00000237449
Q9C0H2	ENST00000258796
Q9C0H5	ENST00000276826
Q9C0H6	ENST00000373114
Q9C0I1	ENST00000264934
Q9C0I3	ENST00000432775
Q9C0I4	ENST00000272643
Q9C0I9	ENST00000344079
Q9C0J1	ENST00000324189
Q9C0J8	ENST00000322313
Q9C0J9	ENST00000242728
Q9C0K0	ENST00000345514
Q9C0K1	ENST00000356736
Q9C0K3	ENST00000252071
Q9C0K7	ENST00000194530
Q9GIY3	ENST00000328980
Q9GZK3	ENST00000303324
Q9GZK4	ENST00000377132
Q9GZK6	ENST00000377171
Q9GZK7	ENST00000377147
Q9GZL7	ENST00000261015
Q9GZM3	ENST00000333432
Q9GZM5	ENST00000372422
Q9GZM6	ENST00000624618
Q9GZM7	ENST00000271064
Q9GZM8	ENST00000334527
Q9GZN0	ENST00000315033
Q9GZN1	ENST00000188312
Q9GZN2	ENST00000373872
Q9GZN4	ENST00000161006
Q9GZN6	ENST00000335875
Q9GZN7	ENST00000322048
Q9GZN8	ENST00000217195
Q9GZP0	ENST00000302251
Q9GZP1	ENST00000382285
Q9GZP4	ENST00000246151
Q9GZP7	ENST00000321039
Q9GZP8	ENST00000301246
Q9GZP9	ENST00000158771
Q9GZQ3	ENST00000305103
Q9GZQ4	ENST00000255262
Q9GZQ6	ENST00000277942
Q9GZQ8	ENST00000268607
Q9GZR1	ENST00000370010
Q9GZR2	ENST00000371935
Q9GZR5	ENST00000369816
Q9GZR7	ENST00000330836
Q9GZS0	ENST00000311014
Q9GZS1	ENST00000377792
Q9GZS3	ENST00000267973
Q9GZS9	ENST00000336257
Q9GZT3	ENST00000238688
Q9GZT4	ENST00000344595
Q9GZT5	ENST00000258411
Q9GZT6	ENST00000455220
Q9GZT8	ENST00000359683
Q9GZT9	ENST00000366641
Q9GZU0	ENST00000378102
Q9GZU1	ENST00000264079
Q9GZU3	ENST00000336294
Q9GZU5	ENST00000342595
Q9GZU7	ENST00000273062
Q9GZU8	ENST00000309137
Q9GZV1	ENST00000298808
Q9GZV3	ENST00000264047
Q9GZV4	ENST00000295822
Q9GZV5	ENST00000360632
Q9GZV7	ENST00000255039
Q9GZV8	ENST00000276594
Q9GZV9	ENST00000237837
Q9GZW8	ENST00000300184
Q9GZX3	ENST00000332272
Q9GZX5	ENST00000243644
