#Table S3. Evolutionary rates based on five methods of heuristic counting and maximum-likelihood approaches
#Note: See online supplementary information for the details.
#1. NG: Nei, M. and Gojobori, T. (1986)
#2. LWL: Li, W.H., et al. (1985)
#3. LPB: Li, W.H. (1993) and Pamilo, P. and Bianchi, N.O. (1993)
#4. MLWL (Modified LWL): Tzeng, Y.H., et al. (2004)
#5. MLPB (Modified LPB): Tzeng, Y.H., et al. (2004)
#6. YN: Yang, Z. and Nielsen, R. (2000)
#7. MYN (Modified YN): Zhang, Z., et al. (2006)
gene	ecoli	salmonella	dN_NG	dS_NG	dNdS_NG	dN_LWL	dS_LWL	dNdS_LWL	dN_MLWL	dS_MLWL	dNdS_MLWL	dN_LPB	dS_LPB	dNdS_LPB	dN_MLPB	dS_MLPB	dNdS_MLPB	dN_YN	dS_YN	dNdS_YN	kappa_MYN	t_MYN	S_MYN	N_MYN	dNdS_MYN	dN_MYN	dS_MYN
yhiI	b3487	STM3587	0.0543422	1.31893	0.0412016	0.0553431	1.14647	0.0482727	0.054747	1.08053	0.050667	0.0572537	1.05852	0.0540885	0.0552881	1.06698	0.0518172	0.051306	1.30345	0.0393618	2.66201	1.3416	279.4	650.6	0.0384	0.0525	1.3664
yhiN	b3492	STM3588	0.0814752	1.70906	0.0476727	0.0818479	1.36576	0.0599285	0.0828615	1.25609	0.065968	0.0842727	1.19556	0.0704882	0.0828263	1.20382	0.0688027	0.067943	1.73394	0.0391841	2.45276	1.6057	316.1	865.9	0.038	0.069	1.8126
pitA	b3493	STM3589	0.0424909	0.810335	0.0524363	0.0431966	0.789875	0.0546879	0.0430068	0.730392	0.0588819	0.0436971	0.699802	0.0624421	0.042361	0.704732	0.0601094	0.0387471	0.95836	0.0404307	2.23325	0.7587	394.2	1096.8	0.0467	0.0395	0.8466
uspB	b3494	STM3590	0.0300988	0.790684	0.0380668	0.0296185	0.779318	0.0380057	0.0318532	0.626395	0.0508517	0.0300881	0.624028	0.0482159	0.0300881	0.624028	0.0482159	0.026317	0.664538	0.039602	2.86744	0.6651	103.5	229.5	0.0416	0.0272	0.653
uspA	b3495	STM3591	0.00304044	0.817645	0.00371853	0.00299126	0.835826	0.00357881	0.00324987	0.654703	0.00496388	0.00356508	0.687978	0.00518196	0.00356508	0.687978	0.00518196	0.00330147	0.633951	0.00520777	2.89887	0.6346	120.4	311.6	0.0043	0.0033	0.7505
dtpB	b3496	STM3592	0.0691826	1.2774	0.0541589	0.0686598	1.16472	0.0589496	0.0702461	1.06238	0.0661213	0.0704863	1.01508	0.0694392	0.0698714	1.01762	0.0686619	0.0639958	1.49366	0.042845	2.16406	1.3331	414.5	1043.5	0.0456	0.0639	1.4023
rsmJ	b3497	STM3593	0.031597	0.883623	0.0357585	0.0317318	0.854676	0.0371273	0.0327618	0.729309	0.0449217	0.0331061	0.712613	0.0464573	0.0321014	0.716706	0.0447902	0.0272599	0.947881	0.0287588	5.44081	1.015	222.2	521.8	0.0263	0.028	1.0673
prlC	b3498	STM3594	0.0293223	0.943393	0.0310818	0.029649	0.875072	0.0338818	0.0307262	0.728003	0.0422061	0.0293242	0.715435	0.0409879	0.0286119	0.718284	0.0398336	0.0288367	1.17018	0.024643	2.28309	0.712	528.8	1511.2	0.0355	0.0295	0.8311
rlmJ	b3499	STM3596	0.0446781	1.07337	0.0416242	0.0471152	0.989095	0.0476347	0.0467678	0.821134	0.0569551	0.0487631	0.808406	0.06032	0.0456332	0.821015	0.0555815	0.0422844	1.14897	0.036802	2.57987	0.8512	217.6	622.4	0.0437	0.0426	0.9736
gor	b3500	STM3597	0.153999	0.206377	0.7462	0.145906	0.252413	0.578046	0.151563	0.224882	0.673969	0.156561	0.208552	0.750708	0.15551	0.211583	0.73498	0.166896	0.174534	0.95624	3.34121	0.5254	384.2	878.8	0.9759	0.1738	0.1781
yhiD	b3508	STM3764	0.573249	1.20103	0.477299	0.584398	1.45652	0.401227	0.541337	1.70793	0.316955	0.578784	1.52653	0.379149	0.552471	1.58569	0.348411	0.596562	1.04012	0.57355	0.6962	2.5953	126.6	335.4	0.3822	0.5995	1.5686
hdeB	b3509	STM1562	0.532877	0.614556	0.867093	0.54472	0.63554	0.857099	0.541484	0.6525	0.829861	0.568887	0.520796	1.09234	0.558189	0.549274	1.01623	0.607967	0.462979	1.31316	2.5537	2.0472	72.5	191.5	1.557	0.7567	0.486
yhjA	b3518	STM3820	0.115735	2.20969	0.052376	0.120999	2.04619	0.0591338	0.115456	1.97795	0.0583717	0.121336	1.65999	0.0730943	0.114322	1.69077	0.0676154	0.10938	1.93653	0.0564826	1.36324	1.7148	339.4	1052.6	0.0544	0.1092	2.0058
treF	b3519	STM3603	0.0483733	1.48291	0.0326205	0.0488172	1.26111	0.0387096	0.0507733	1.04409	0.0486291	0.0506015	1.01856	0.0496796	0.0494596	1.02477	0.0482641	0.0439275	1.76458	0.0248941	2.80186	1.1586	439.1	1192.9	0.0334	0.0439	1.316
yhjB	b3520	STM3606	0.199882	1.51043	0.132335	0.200967	1.34017	0.149956	0.199753	1.27272	0.15695	0.205808	1.26156	0.163138	0.200217	1.28361	0.15598	0.179106	1.94411	0.0921273	1.34568	1.6972	133.9	421.1	0.1005	0.1791	1.7813
yhjC	b3521	STM3607	0.303912	0.994421	0.305617	0.307057	0.978826	0.313699	0.303327	0.962968	0.314992	0.31522	0.840481	0.375048	0.305616	0.875189	0.3492	0.302142	1.07947	0.279898	1.81882	1.4461	226.2	601.8	0.3282	0.3091	0.9421
yhjD	b3522	STM3608	0.0930075	1.59266	0.0583974	0.0974783	1.35309	0.0720414	0.0959558	1.20577	0.0795808	0.101766	1.1115	0.0915571	0.0957485	1.15183	0.0831273	0.0895942	2.48968	0.0359862	2.86137	1.3683	272.9	735.1	0.062	0.0895	1.4435
yhjE	b3523	STM3609	0.0329485	1.06753	0.0308643	0.0348259	1.00076	0.0347994	0.0339727	0.903166	0.0376151	0.0357358	0.864931	0.0413163	0.03346	0.877418	0.0381346	0.0319669	1.63476	0.0195545	4.21711	1.1997	386.3	933.7	0.0255	0.0328	1.2872
yhjG	b3524	STM3610	0.0433726	1.22311	0.0354611	0.0441406	1.09209	0.0404186	0.0446255	0.95764	0.0465994	0.0454411	0.940195	0.0483316	0.0439001	0.946805	0.0463666	0.0390201	1.58316	0.024647	2.5719	1.0146	548.6	1509.4	0.0334	0.0388	1.162
yhjH	b3525	STM3611	0.139263	1.43968	0.0967318	0.143858	1.32611	0.108482	0.13972	1.31748	0.106051	0.147656	1.13798	0.129753	0.140999	1.19116	0.118371	0.135924	1.86574	0.0728524	2.26257	1.6534	222.5	542.5	0.0887	0.1382	1.5582
kdgK	b3526	STM3612	0.0517298	1.06522	0.0485627	0.0525417	0.991534	0.0529903	0.052886	0.888552	0.0595193	0.0534248	0.85505	0.0624814	0.0518645	0.861765	0.0601841	0.0466563	1.72773	0.0270044	2.38044	0.9715	235.2	691.8	0.0419	0.0476	1.1362
yhjJ	b3527	STM3613	0.0778462	1.21387	0.0641309	0.0792525	1.09218	0.0725633	0.0802756	0.964973	0.0831895	0.0815229	0.904937	0.0900868	0.0791272	0.916956	0.0862934	0.0729462	1.62776	0.0448139	2.58208	1.0933	398.2	1083.8	0.0647	0.0746	1.1534
dctA	b3528	STM3614	0.0266127	0.862288	0.0308629	0.030985	0.827516	0.0374434	0.0271052	0.76015	0.0356577	0.0301758	0.716929	0.0420904	0.0254994	0.736311	0.0346313	0.0242416	1.11545	0.0217325	2.21228	0.831	363	921	0.0271	0.0249	0.9167
yhjK	b3529	STM3615	0.099176	1.50529	0.0658851	0.0970987	1.35202	0.0718174	0.100058	1.21887	0.0820904	0.0999369	1.13594	0.0879774	0.0994586	1.13847	0.0873617	0.0937524	2.80328	0.0334438	2.49241	1.3884	549.8	1373.2	0.0693	0.0956	1.3798
bcsC	b3530	STM3616	0.125201	1.23235	0.101595	0.124352	1.12689	0.110349	0.124891	1.08801	0.114788	0.126849	0.989977	0.128134	0.125795	0.994073	0.126545	0.117221	2.59266	0.0452125	2.03962	1.3503	736.8	2269.2	0.0795	0.1173	1.4753
bcsZ	b3531	STM3617	0.117927	1.14534	0.102962	0.117557	1.05101	0.111851	0.117265	1.02528	0.114373	0.11987	0.939835	0.127544	0.118272	0.946042	0.125018	0.108585	1.82272	0.0595732	1.76915	1.0914	272.6	831.4	0.0969	0.1102	1.1373
bcsB	b3532	STM3618	0.0926815	0.993141	0.0933216	0.0919265	0.936334	0.098177	0.0934347	0.877874	0.106433	0.0940378	0.816947	0.115109	0.0932726	0.818912	0.113898	0.0855065	1.61069	0.0530868	2.25234	1.0563	582.2	1694.8	0.0773	0.0869	1.1243
bcsA	b3533	STM3619	0.0684963	0.936735	0.0731224	0.0694239	0.888905	0.0781004	0.0694698	0.815944	0.0851404	0.0713422	0.780743	0.0913773	0.0692883	0.789077	0.0878093	0.0637812	1.22632	0.0520101	2.33386	0.9509	689.1	1923.9	0.0629	0.0643	1.0222
yhjR	b3535	STM3621	0.161763	0.765883	0.211211	0.175296	0.78088	0.224485	0.164103	0.777833	0.210975	0.179253	0.614652	0.291634	0.164787	0.653831	0.252033	0.159158	0.622626	0.255624	1.62482	1.0175	49.2	136.8	0.1725	0.1495	0.8667
bcsE	b3536	STM3622	0.125418	1.48785	0.0842948	0.128503	1.29582	0.0991675	0.127683	1.18743	0.107528	0.132016	1.06467	0.123997	0.127259	1.08578	0.117205	0.117364	2.28056	0.0514627	1.95249	1.2865	421	1136	0.0929	0.1178	1.2682
bcsF	b3537	STM3623	0.125147	1.31609	0.09509	0.132339	1.15581	0.114499	0.128252	1.07367	0.119451	0.139331	1.01588	0.137154	0.130864	1.04887	0.124767	0.129247	1.19601	0.108065	2.59611	1.3392	55.1	130.9	0.1091	0.1305	1.1967
bcsG	b3538	STM3624	0.0988982	1.79448	0.0551124	0.100917	1.40287	0.0719362	0.100642	1.29948	0.0774477	0.104229	1.20937	0.0861845	0.101087	1.22913	0.0822426	0.0971525	1.33916	0.0725476	2.36982	1.4226	449.6	1227.4	0.0648	0.0974	1.5028
yhjV	b3539	STM3625	0.0775479	2.80878	0.0276091	0.0812177	1.76063	0.0461299	0.0789275	1.60188	0.0492718	0.0842923	1.54577	0.054531	0.0790686	1.59164	0.0496776	0.0661798	3.609	0.0183375	2.17134	2.7067	364	890	0.0219	0.0646	2.9504
dppF	b3540	STM3626	0.0201701	0.892554	0.0225982	0.0199609	0.848861	0.023515	0.0212415	0.708671	0.0299737	0.0195222	0.706543	0.0276306	0.0195222	0.706543	0.0276306	0.0201831	1.27409	0.0158411	2.8241	0.7534	255.2	743.8	0.0224	0.0206	0.9229
dppD	b3541	STM3627	0.0309033	0.973629	0.0317403	0.0313603	0.93004	0.0337193	0.0318997	0.788742	0.0404438	0.0307981	0.757363	0.0406649	0.0295239	0.762559	0.0387168	0.0263962	2.38054	0.0110883	3.17468	0.8684	274	707	0.0289	0.0279	0.9645
dppC	b3542	STM3628	0.0356341	0.670738	0.0531268	0.0359924	0.662763	0.0543065	0.0365024	0.602998	0.0605349	0.0372336	0.58827	0.0632933	0.0364809	0.590814	0.0617468	0.0347759	0.739508	0.0470257	4.19772	0.8143	252.7	647.3	0.0393	0.0345	0.8784
dppB	b3543	STM3629	0.0149305	0.660043	0.0226205	0.0150693	0.666206	0.0226196	0.0147868	0.65903	0.0224373	0.014835	0.641824	0.0231139	0.014512	0.642853	0.0225744	0.0120764	0.727495	0.0166	1.6936	0.6936	275.9	741.1	0.0148	0.0121	0.8196
dppA	b3544	STM3630	0.0385123	0.895532	0.0430049	0.0379439	0.845355	0.0448852	0.0392247	0.751567	0.0521906	0.0373854	0.726714	0.0514444	0.0373205	0.726997	0.0513351	0.0356571	2.26997	0.0157082	1.54094	0.6716	376.5	1228.5	0.0449	0.0374	0.8322
eptB	b3546	STM3635	0.06658	1.7333	0.0384122	0.0695922	1.39733	0.0498036	0.0677734	1.27754	0.05305	0.0706265	1.20742	0.0584936	0.0668348	1.22847	0.054405	0.0621633	1.50219	0.0413819	1.88918	1.2837	399.3	1226.7	0.0399	0.062	1.552
yhjX	b3547	STM2574	0.987909	1.47007	0.672017	0.976134	1.85184	0.527117	0.96372	1.90349	0.506292	1.01966	1.51566	0.672749	1.00088	1.56502	0.639532	1.09581	1.32024	0.830008	2.13893	3.5723	174.7	443.3	0.7959	1.1103	1.395
yhjY	b3548	STM3641	0.145955	1.46864	0.0993808	0.145282	1.25227	0.116015	0.146719	1.1709	0.125304	0.149555	1.22796	0.121791	0.147703	1.23617	0.119484	0.142213	2.13337	0.0666611	1.60476	1.3597	156.3	482.7	0.1015	0.1432	1.4107
tag	b3549	STM3642	0.0942545	2.18897	0.0430589	0.0970161	1.52595	0.0635776	0.0976023	1.32908	0.0734357	0.105066	1.48262	0.0708653	0.101561	1.50272	0.0675849	0.0913629	1.28511	0.0710933	6.36597	50	168.4	389.6	0.0017	0.0916	55.0023
yiaC	b3550	STM3643	0.261112	1.3335	0.19581	0.266267	1.32881	0.20038	0.253419	1.45181	0.174554	0.264851	1.43459	0.184618	0.255872	1.46869	0.174218	0.253613	1.69891	0.14928	1.01359	1.7383	107.1	330.9	0.16	0.2537	1.5859
bisC	b3551	STM3644	0.0871794	1.48564	0.0586815	0.0892098	1.27872	0.0697651	0.0869879	1.24106	0.0700917	0.0895423	1.12693	0.0794569	0.0861959	1.14481	0.075293	0.0807331	1.4352	0.0562521	1.8056	1.3455	575.5	1635.5	0.0544	0.0812	1.4924
yiaD	b3552	STM3645	0.0284597	0.933124	0.0304993	0.0293401	0.896775	0.0327174	0.0288872	0.830186	0.0347961	0.0293378	0.794316	0.0369347	0.028122	0.799209	0.0351873	0.0245043	1.19782	0.0204574	2.16659	0.8628	168.3	467.7	0.0244	0.0248	1.0181
ghrB	b3553	STM3646	0.105704	1.83049	0.0577465	0.110216	1.48792	0.0740736	0.10773	1.38615	0.0777191	0.112575	1.23309	0.0912948	0.106869	1.26558	0.0844423	0.108242	1.66089	0.065171	2.25562	1.648	285.8	686.2	0.067	0.1078	1.6093
yiaF	b3554	STM3647	0.0691383	1.13732	0.0607907	0.0697291	1.00348	0.0694869	0.0723544	0.855421	0.0845834	0.0725018	0.821834	0.0882194	0.071139	0.827758	0.0859418	0.0658921	1.70563	0.0386322	2.97521	0.994	198	510	0.0701	0.0704	1.0035
yiaG	b3555	STM3648	0.155851	1.20116	0.129751	0.164762	1.02779	0.160307	0.160285	0.955426	0.167763	0.168092	0.796586	0.211016	0.158259	0.833871	0.189788	0.160322	1.45625	0.110093	1.54072	1.0968	53.5	150.5	0.1794	0.1661	0.9262
cspA	b3556	STM3649	NA	0.308971	0	NA	0.333994	0	NA	0.228174	0	NA	0.234132	0	NA	0.234132	0	NA	0.267782	0	9.86561	0.2263	64.3	145.7	0.001	2.00E-04	0.2456
glyS	b3559	STM3655	0.0445293	0.610261	0.0729675	0.0438906	0.628835	0.0697967	0.0461418	0.545826	0.0845357	0.0430092	0.503795	0.0853705	0.0430212	0.503625	0.0854232	0.0430269	0.613936	0.0700836	2.61886	0.5869	576.9	1490.1	0.0733	0.0432	0.5895
glyQ	b3560	STM3656	0.00288881	0.348322	0.00829351	0.00284015	0.358595	0.00792022	0.00321168	0.255793	0.0125558	0.0030105	0.268902	0.0111955	0.0030105	0.268902	0.0111955	0.00292283	0.364605	0.00801644	5.4803	0.2543	240.4	668.6	0.0099	0.0031	0.312
wecH	b3561	STM3658	0.117196	1.86996	0.0626731	0.119956	1.53182	0.0783093	0.119275	1.38011	0.0864243	0.124698	1.2698	0.0982027	0.119404	1.30018	0.0918362	0.113198	1.96703	0.0575479	2.35872	1.7729	274.4	718.6	0.06	0.1109	1.8481
yiaB	b3563	STM3659	1.12874	1.03807	1.08735	1.25383	1.01791	1.23177	1.09362	1.51161	0.723481	1.27306	1.10905	1.14789	1.13901	1.37142	0.830533	1.28664	0.786168	1.6366	1.32667	3.5443	51.7	152.3	1.131	1.2171	1.0762
xylB	b3564	STM3660	0.0958828	4.27061	0.0224518	0.0998316	2.37199	0.0420876	0.0983291	2.16063	0.0455095	0.102468	1.87676	0.0545984	0.0977038	1.90945	0.0511686	0.0904733	1.55219	0.0582875	2.53912	2.0474	422.4	1029.6	0.0425	0.0904	2.1255
xylA	b3565	STM3661	0.0333755	1.69681	0.0196696	0.0345159	1.31639	0.0262201	0.0351963	1.08002	0.0325884	0.0335526	1.03168	0.0325224	0.0320789	1.04164	0.0307967	0.0319685	1.50445	0.0212494	2.24499	1.0636	340.3	928.7	0.0272	0.0335	1.2305
xylR	b3569	STM3662	0.0459732	2.52269	0.0182239	0.0506782	1.5781	0.0321134	0.0474875	1.39884	0.0339477	0.0508768	1.33995	0.0379692	0.0457412	1.38184	0.0331016	0.0426905	1.76234	0.0242237	1.74006	1.3888	312.8	863.2	0.0269	0.0435	1.6203
bax	b3570	STM3663	0.0573851	0.799766	0.0717524	0.0573748	0.776785	0.0738619	0.0593847	0.662984	0.0895718	0.060464	0.656788	0.0920602	0.0593207	0.660511	0.0898104	0.0566261	0.743616	0.0761496	2.65249	0.7099	214.1	607.9	0.0749	0.0561	0.7492
malS	b3571	STM3664	0.126068	2.05978	0.0612044	0.128637	1.57899	0.0814676	0.128399	1.45255	0.0883956	0.132052	1.28375	0.102864	0.127926	1.31119	0.0975647	0.119035	1.32863	0.0895926	2.14601	1.8848	519.2	1502.8	0.0547	0.1155	2.1124
avtA	b3572	STM3665	0.0442094	1.15328	0.0383337	0.0447878	1.07468	0.0416755	0.0452883	0.928348	0.0487838	0.0452385	0.902751	0.0501119	0.0436642	0.909559	0.0480059	0.0417307	1.35968	0.0306915	2.08079	0.9142	329	916	0.0403	0.0418	1.0368
ysaA	b3573	STM3666	0.201449	1.09562	0.183868	0.207851	1.07221	0.193854	0.200469	1.08339	0.185039	0.210456	1.02642	0.205039	0.201744	1.05751	0.190773	0.190594	1.62626	0.117197	1.37767	1.5163	116.3	354.7	0.1289	0.1894	1.4696
yiaJ	b3574	STM3667	0.0602326	1.44097	0.0418001	0.061847	1.24173	0.0498073	0.0606659	1.14781	0.0528538	0.062934	1.12429	0.0559764	0.0601542	1.13869	0.0528278	0.0492372	1.42013	0.034671	1.76466	1.2947	196	593	0.0303	0.0482	1.5915
yiaK	b3575	STM3668	0.0601586	1.16718	0.0515419	0.0630224	1.15431	0.0545974	0.0622279	1.002	0.0621034	0.0622101	0.888572	0.0700113	0.0584813	0.908499	0.0643713	0.0582348	1.11208	0.0523658	2.13822	0.9946	248.1	747.9	0.0503	0.0581	1.1558
yiaL	b3576	STM3669	0.101517	0.943802	0.107562	0.107652	0.892798	0.120578	0.101436	0.86251	0.117605	0.110026	0.970199	0.113406	0.101889	0.99826	0.102066	0.0987762	0.965017	0.102357	1.2793	0.9364	110.9	339.1	0.1023	0.0987	0.9647
yiaM	b3577	STM3671	0.28842	0.28027	1.02908	0.293143	0.290894	1.00773	0.289005	0.309966	0.932375	0.308043	0.245652	1.25398	0.301539	0.264479	1.14012	0.291398	0.286414	1.0174	2.13957	0.9175	88.5	268.5	1.0949	0.3125	0.2855
yiaN	b3578	STM3672	0.0860089	1.26288	0.0681052	0.0864925	1.16269	0.0743898	0.0857464	1.11809	0.07669	0.0892301	1.06137	0.0840709	0.0870545	1.07087	0.0812931	0.0838821	1.03947	0.0806974	2.02448	1.3108	367.9	772.1	0.0721	0.0848	1.1758
yiaO	b3579	STM3673	0.182498	0.378764	0.481824	0.183369	0.387359	0.473383	0.186263	0.366595	0.508089	0.195196	0.348336	0.560367	0.193886	0.351141	0.552159	0.191993	0.337783	0.568392	2.5448	0.7235	240.4	587.6	0.5494	0.1948	0.3545
lyxK	b3580	STM3674	0.0918611	0.969638	0.0947375	0.0948016	0.903032	0.104981	0.0923909	0.86599	0.106688	0.0978879	0.81639	0.119903	0.0937153	0.834783	0.112263	0.0832388	1.38179	0.0602399	2.21491	1.0595	359.5	1101.5	0.0713	0.084	1.1779
sgbH	b3581	STM3675	0.0670513	0.980038	0.068417	0.0649198	0.951817	0.0682061	0.0660503	0.935966	0.0705692	0.0671951	0.926737	0.0725071	0.0677771	0.923409	0.0733988	0.0597735	0.999267	0.0598173	1.98154	1.0279	187.9	472.1	0.0582	0.0611	1.0498
sgbU	b3582	STM3676	0.0482903	0.796001	0.0606662	0.0478759	0.797073	0.0600646	0.0483936	0.749236	0.0645905	0.0468082	0.692197	0.0676226	0.0464259	0.693527	0.0669417	0.0445461	1.02537	0.0434439	1.61856	0.7273	218.3	636.7	0.0557	0.0455	0.8167
sgbE	b3583	STM3677	0.0445163	1.10195	0.0403976	0.0456564	1.02753	0.0444331	0.043869	1.00271	0.0437505	0.0454225	0.947419	0.0479435	0.0432103	0.960611	0.0449821	0.0393039	1.42631	0.0275563	1.706	1.0461	166.1	526.9	0.03	0.0399	1.3281
aldB	b3588	STM3680	0.0391189	0.939387	0.041643	0.0404965	0.879556	0.0460419	0.0408379	0.747478	0.0546342	0.0430746	0.754846	0.0570642	0.041213	0.76336	0.053989	0.0385598	0.881618	0.0437376	3.19753	0.7895	419.1	1104.9	0.0455	0.0389	0.8544
yiaY	b3589	STM4044	0.682988	0.504589	1.35355	0.689995	0.555091	1.24303	0.692653	0.551795	1.25527	0.727273	0.506922	1.43468	0.723145	0.516077	1.40123	0.799784	0.385478	2.07479	2.11313	2.2882	292.2	700.8	2.094	0.9013	0.4304
selB	b3590	STM3682	0.095077	1.56462	0.0607668	0.0950427	1.35334	0.0702281	0.0954937	1.27539	0.0748742	0.0957802	1.15746	0.0827501	0.0942599	1.16515	0.0808991	0.0901311	1.29623	0.0695331	2.1683	1.4877	516.3	1295.7	0.0603	0.0912	1.5114
selA	b3591	STM3683	0.0904937	1.31327	0.068907	0.089467	1.20026	0.0745397	0.0916944	1.11043	0.0825756	0.0914993	1.03236	0.0886315	0.0910505	1.03341	0.0881067	0.0794215	2.83953	0.02797	2.40431	1.3102	388.4	1000.6	0.0605	0.0817	1.3513
yibF	b3592	STM3684	0.0876289	0.979628	0.0894511	0.0889762	0.924109	0.0962833	0.089763	0.822008	0.1092	0.093647	0.793749	0.117981	0.0906295	0.805854	0.112464	0.0818417	0.921729	0.0887915	2.54257	0.9761	174.1	431.9	0.0877	0.0816	0.93
mtlA	b3599	STM3685	0.105667	0.245103	0.431114	0.105193	0.258257	0.407319	0.110976	0.221554	0.500898	0.114021	0.223752	0.509584	0.113979	0.223603	0.509737	0.108394	0.236042	0.459213	3.73635	0.4393	490.4	1351.6	0.4526	0.1108	0.2447
mtlD	b3600	STM3686	0.0370374	0.824531	0.0449193	0.0378942	0.84236	0.0449858	0.0384743	0.73322	0.0524731	0.0378402	0.696053	0.054364	0.0366565	0.700013	0.0523654	0.037991	0.738026	0.0514766	2.47686	0.7227	339.6	806.4	0.0536	0.0387	0.7212
mtlR	b3601	STM3687	0.0558209	0.849537	0.0657075	0.054757	0.82868	0.0660773	0.0588004	0.674352	0.0871955	0.0553475	0.634261	0.087263	0.0553475	0.634261	0.087263	0.0544599	0.883764	0.0616227	2.95701	0.7587	172.9	412.1	0.0792	0.057	0.7199
yibL	b3602	STM3689	0.05213	1.25756	0.0414534	0.0512583	1.56734	0.032704	0.0533761	1.36882	0.0389943	0.0524449	1.25831	0.0416788	0.0524449	1.25831	0.0416788	0.0514296	1.2599	0.0408203	4.46435	2.9539	106.4	253.6	0.0169	0.054	3.2013
lldP	b3603	STM3692	0.0323709	0.936433	0.0345683	0.0367039	0.891642	0.0411644	0.0326861	0.846348	0.0386202	0.0369033	0.801449	0.0460457	0.0321992	0.819875	0.0392733	0.0301502	1.08622	0.027757	2.71118	0.9675	455.3	1197.7	0.028	0.0306	1.0906
lldR	b3604	STM3693	0.0622575	1.0102	0.0616288	0.0606979	0.963418	0.0630027	0.0631543	0.890175	0.0709459	0.0618637	0.854604	0.0723888	0.0624671	0.850065	0.073485	0.0596144	1.01782	0.0585709	2.13451	0.9535	198.9	506.1	0.0619	0.0602	0.9733
lldD	b3605	STM3694	0.039618	1.07503	0.0368528	0.0410048	1.02978	0.039819	0.0403066	0.937529	0.0429924	0.0416994	0.892085	0.0467437	0.0396364	0.900288	0.0440263	0.0346986	1.11185	0.031208	2.73331	0.9809	346.3	841.7	0.0336	0.0348	1.0369
trmL	b3606	STM3695	0.0468355	0.944651	0.0495796	0.0475377	0.89403	0.0531724	0.0482994	0.781535	0.0618007	0.0473606	0.735161	0.0644221	0.0460162	0.740801	0.0621169	0.0420715	1.25689	0.0334727	2.32826	0.7653	126.3	344.7	0.0517	0.0431	0.8336
cysE	b3607	STM3699	0.0196457	1.25649	0.0156354	0.0213079	1.11602	0.0190928	0.0200899	0.993411	0.0202232	0.0217713	0.991894	0.0219492	0.0198639	1.00182	0.0198279	0.0185938	1.36753	0.0135967	2.43955	0.9744	229.1	589.9	0.0171	0.019	1.112
gpsA	b3608	STM3700	0.0267875	0.762506	0.0351309	0.026447	0.751355	0.0351991	0.027764	0.654263	0.0424355	0.0269982	0.642796	0.0420013	0.0269982	0.642796	0.0420013	0.0235026	0.797709	0.0294626	3.15042	0.6879	299.8	717.2	0.0337	0.0242	0.7199
secB	b3609	STM3701	0.0179548	0.356737	0.0503306	0.0174282	0.37224	0.0468197	0.0186798	0.300567	0.0621484	0.0182959	0.311002	0.0588287	0.0182959	0.311002	0.0588287	0.0185464	0.281441	0.0658978	2.41663	0.296	132.2	332.8	0.0613	0.0184	0.3007
grxC	b3610	STM3702	0.05995	0.639799	0.0937013	0.0592656	0.6385	0.0928201	0.0634895	0.506323	0.125393	0.0625542	0.500995	0.12486	0.0621431	0.502429	0.123685	0.0539205	0.64543	0.083542	2.62503	0.5931	66.4	182.6	0.0917	0.0543	0.5919
yibN	b3611	STM3703	0.0361646	0.945387	0.0382537	0.0355746	0.920276	0.0386564	0.0386947	0.722262	0.0535744	0.0374783	0.716635	0.0522976	0.0374783	0.716635	0.0522976	0.0334969	0.91655	0.0365467	4.30568	0.8142	130.6	298.4	0.0438	0.0355	0.8106
gpmM	b3612	STM3704	0.025543	0.702404	0.0363651	0.0252187	0.697299	0.0361663	0.0267628	0.583833	0.0458397	0.0264262	0.588892	0.0448744	0.0264262	0.588892	0.0448744	0.0269217	0.554023	0.0485931	2.95789	0.6091	437.9	1083.1	0.0414	0.0265	0.6397
envC	b3613	STM3705	0.0558013	1.08514	0.0514231	0.0564449	1.00403	0.0562183	0.0570087	0.896565	0.0635856	0.0571495	0.859508	0.0664909	0.0555948	0.865778	0.0642137	0.0465211	1.48308	0.0313678	2.1295	0.9786	340.3	916.7	0.0439	0.0473	1.0775
yibQ	b3614	STM3706	0.120295	1.49388	0.0805256	0.119084	1.4305	0.0832462	0.122674	1.28277	0.0956321	0.122486	1.1402	0.107425	0.121632	1.14594	0.106142	0.114072	1.38875	0.08214	2.68536	1.4032	210.1	605.9	0.0767	0.1141	1.4876
waaH	b3615	STM3707	0.115998	1.79544	0.0646068	0.11909	1.44114	0.0826359	0.117162	1.35194	0.0866624	0.122738	1.25637	0.0976927	0.117985	1.28424	0.0918719	0.104739	1.67127	0.0626705	2.07291	1.5509	237.8	701.2	0.061	0.1055	1.7305
tdh	b3616	STM3708	0.0116214	0.871512	0.0133347	0.0126938	0.842852	0.0150605	0.0120222	0.722235	0.0166458	0.013024	0.730599	0.0178265	0.0118267	0.735272	0.0160848	0.0120185	0.851178	0.0141199	2.28808	0.6725	277	746	0.0153	0.0121	0.7953
kbl	b3617	STM3709	0.0189758	0.787793	0.0240873	0.0185807	0.767601	0.0242062	0.0193554	0.678961	0.0285074	0.0182151	0.671503	0.0271258	0.0182151	0.671503	0.0271258	0.0170443	0.965772	0.0176484	2.32383	0.6635	337.2	856.8	0.0242	0.0179	0.7377
